ID,Scenario,Transaction
Llama-CuR-Airbus18,"The company receives 2000 EUR in cash from the sale of other financial assets.
Effect: Positive

","
2024-06-15 * ""Sale of Other Financial Assets""
  Assets:Current:OtherFinancialAssets -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Llama-CuR-Airbus19,"The company purchases new property, plant, and equipment worth 3000 EUR, increasing the non-current property, plant, and equipment.
Effect: Positive

","
2024-05-20 * ""Purchase of Property, Plant, and Equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment 3000 EUR
  Liabilities:Current:ShortTermDebt -3000 EUR"
Llama-CuR-Airbus20,"The company uses 1000 EUR in cash to repay current short-term debt.
Effect: Positive","
2024-07-11 * ""Repay current short-term debt""
  Liabilities:Current:ShortTermDebt -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Llama-CuR-Bayer01,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-CuR-Bayer02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-CuR-Bayer03,"The company receives 100 EUR in claims for income tax refunds.
Effect: Positive

","
2024-07-11 * ""Receive claims for income tax refunds""
  Assets:Current:ClaimsForIncomeTaxRefunds 100 EUR"
Llama-CuR-Bayer04,"The company writes off 100 EUR of trade accounts receivable.
Effect: Negative

","
2024-05-29 * ""Write off trade accounts receivable""
  Assets:Current:TradeAccountsReceivable -100 EUR"
Llama-CuR-Bayer05,"The company receives 100 EUR in other financial assets.
Effect: Positive

","
2024-07-11 * ""Receive other financial assets""
  Assets:Current:OtherFinancialAssets 100 EUR"
Llama-CuR-Bayer06,"The company purchases new property, plant, and equipment worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Property, Plant, and Equipment on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:NonCurrent:PropertyPlantAndEquipment 100 EUR"
Llama-CuR-Bayer07,"The company receives 100 EUR in other receivables.
Effect: Positive

","
2024-07-11 * ""Receive other receivables""
  Assets:Current:OtherReceivables 100 EUR"
Llama-CuR-Bayer08,"The company writes off 100 EUR of other financial assets.
Effect: Negative

","
2024-05-29 * ""Write off other financial assets""
  Assets:Current:OtherFinancialAssets -100 EUR"
Llama-CuR-Bayer09,"The company receives 100 EUR in trade accounts payable.
Effect: Positive

","
2024-07-11 * ""Receive trade accounts payable""
  Liabilities:Current:TradeAccountsPayable 100 EUR"
Llama-CuR-Bayer10,"The company writes off 100 EUR of other provisions.
Effect: Negative

","
2024-05-29 * ""Write off other provisions""
  Liabilities:Current:OtherProvisions -100 EUR"
Llama-CuR-Bayer11,"The company receives 100 EUR in refund liabilities.
Effect: Positive

","
2024-07-11 * ""Receive refund liabilities""
  Liabilities:Current:RefundLiabilities 100 EUR"
Llama-CuR-Bayer12,"The company writes off 100 EUR of contract liabilities.
Effect: Negative

","
2024-05-29 * ""Write off contract liabilities""
  Liabilities:Current:ContractLiabilities -100 EUR"
Llama-CuR-Bayer13,"The company receives 100 EUR in other liabilities.
Effect: Positive

","
2024-07-11 * ""Receive other liabilities""
  Liabilities:Current:OtherLiabilities 100 EUR"
Llama-CuR-Bayer14,"The company writes off 100 EUR of deferred taxes.
Effect: Negative

","
2024-05-29 * ""Write off deferred taxes""
  Liabilities:NonCurrent:DeferredTaxes -100 EUR"
Llama-CuR-Bayer15,"The company receives 100 EUR in financial liabilities.
Effect: Positive

","
2024-07-11 * ""Receive financial liabilities""
  Liabilities:NonCurrent:FinancialLiabilities 100 EUR"
Llama-CuR-Bayer16,"The company writes off 100 EUR of income tax liabilities.
Effect: Negative

","
2024-05-29 * ""Write off income tax liabilities""
  Liabilities:NonCurrent:IncomeTaxLiabilities -100 EUR"
Llama-CuR-Bayer17,"The company receives 100 EUR in other provisions.
Effect: Positive

","
2024-07-11 * ""Receive other provisions""
  Liabilities:NonCurrent:OtherProvisions 100 EUR"
Llama-CuR-Bayer18,"The company writes off 100 EUR of provisions for pensions and other post-employment benefits.
Effect: Negative

","
2024-05-29 * ""Write off provisions for pensions and other post-employment benefits""
  Liabilities:NonCurrent:ProvisionsForPensionsAndOtherPostEmploymentBenefits -100 EUR"
Llama-CuR-Bayer19,"The company receives 100 EUR in refund liabilities.
Effect: Positive

","
2024-07-11 * ""Receive refund liabilities""
  Liabilities:NonCurrent:RefundLiabilities 100 EUR"
Llama-CuR-Bayer20,"The company writes off 100 EUR of other receivables.
Effect: Negative","
2024-05-29 * ""Write off other receivables""
  Assets:NonCurrent:OtherReceivables -100 EUR"
Llama-CuR-Deutsche_Telekom01,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-CuR-Deutsche_Telekom02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-CuR-Deutsche_Telekom03,"The company receives 200 EUR in cash from the sale of trade receivables.
Effect: Positive

","
2024-06-01 * ""Sale of Trade Receivables""
  Assets:Current:TradeReceivables -200 EUR
  Assets:Current:CashAndCashEquivalents 200 EUR"
Llama-CuR-Deutsche_Telekom04,"The company pays 150 EUR in cash for the purchase of property, plant, and equipment.
Effect: Negative

","
2024-06-15 * ""Purchase of Property, Plant, and Equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment -150 EUR
  Liabilities:Current:ShortTermDebt 150 EUR"
Llama-CuR-Deutsche_Telekom05,"The company receives 300 EUR in cash from the sale of non-current assets.
Effect: Positive

","
2024-07-01 * ""Sale of Non-Current Assets""
  Assets:NonCurrent:OtherAssets -300 EUR
  Assets:Current:CashAndCashEquivalents 300 EUR"
Llama-CuR-Deutsche_Telekom06,"The company pays 200 EUR in cash for the purchase of intangible assets.
Effect: Negative

","
2024-06-20 * ""Purchase of Intangible Assets""
  Assets:NonCurrent:IntangibleAssets -200 EUR
  Liabilities:Current:ShortTermDebt 200 EUR"
Llama-CuR-Deutsche_Telekom07,"The company receives 400 EUR in cash from the sale of other financial assets.
Effect: Positive

","
2024-07-15 * ""Sale of Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets -400 EUR
  Assets:Current:CashAndCashEquivalents 400 EUR"
Llama-CuR-Deutsche_Telekom08,"The company pays 250 EUR in cash for the purchase of other assets.
Effect: Negative

","
2024-06-25 * ""Purchase of Other Assets""
  Assets:NonCurrent:OtherAssets -250 EUR
  Liabilities:Current:ShortTermDebt 250 EUR"
Llama-CuR-Deutsche_Telekom09,"The company receives 500 EUR in cash from the sale of trade and other payables.
Effect: Positive

","
2024-08-01 * ""Sale of Trade and Other Payables""
  Liabilities:Current:TradeAndOtherPayables -500 EUR
  Assets:Current:CashAndCashEquivalents 500 EUR"
Llama-CuR-Deutsche_Telekom10,"The company pays 300 EUR in cash for the purchase of lease liabilities.
Effect: Negative

","
2024-06-30 * ""Purchase of Lease Liabilities""
  Liabilities:NonCurrent:LeaseLiabilities -300 EUR
  Liabilities:Current:ShortTermDebt 300 EUR"
Llama-CuR-Deutsche_Telekom11,"The company receives 600 EUR in cash from the sale of other provisions.
Effect: Positive

","
2024-07-20 * ""Sale of Other Provisions""
  Liabilities:Current:OtherProvisions -600 EUR
  Assets:Current:CashAndCashEquivalents 600 EUR"
Llama-CuR-Deutsche_Telekom12,"The company pays 400 EUR in cash for the purchase of provisions for pensions and other employee benefits.
Effect: Negative

","
2024-06-25 * ""Purchase of Provisions for Pensions and Other Employee Benefits""
  Liabilities:NonCurrent:ProvisionsForPensionsAndOtherEmployeeBenefits -400 EUR
  Liabilities:Current:ShortTermDebt 400 EUR"
Llama-CuR-Deutsche_Telekom13,"The company receives 700 EUR in cash from the sale of non-current financial liabilities.
Effect: Positive

","
2024-08-15 * ""Sale of Non-Current Financial Liabilities""
  Liabilities:NonCurrent:FinancialLiabilities -700 EUR
  Assets:Current:CashAndCashEquivalents 700 EUR"
Llama-CuR-Deutsche_Telekom14,"The company pays 500 EUR in cash for the purchase of other financial liabilities.
Effect: Negative

","
2024-06-30 * ""Purchase of Other Financial Liabilities""
  Liabilities:NonCurrent:OtherFinancialLiabilities -500 EUR
  Liabilities:Current:ShortTermDebt 500 EUR"
Llama-CuR-Deutsche_Telekom15,"The company receives 800 EUR in cash from the sale of current recoverable income taxes.
Effect: Positive

","
2024-09-01 * ""Sale of Current Recoverable Income Taxes""
  Liabilities:Current:IncomeTaxLiabilities -800 EUR
  Assets:Current:CashAndCashEquivalents 800 EUR"
Llama-CuR-Deutsche_Telekom16,"The company pays 600 EUR in cash for the purchase of other liabilities.
Effect: Negative

","
2024-06-25 * ""Purchase of Other Liabilities""
  Liabilities:NonCurrent:OtherLiabilities -600 EUR
  Liabilities:Current:ShortTermDebt 600 EUR"
Llama-CuR-Deutsche_Telekom17,"The company receives 900 EUR in cash from the sale of contract liabilities.
Effect: Positive

","
2024-08-20 * ""Sale of Contract Liabilities""
  Liabilities:NonCurrent:ContractLiabilities -900 EUR
  Assets:Current:CashAndCashEquivalents 900 EUR"
Llama-CuR-Deutsche_Telekom18,"The company pays 700 EUR in cash for the purchase of lease liabilities.
Effect: Negative

","
2024-06-30 * ""Purchase of Lease Liabilities""
  Liabilities:NonCurrent:LeaseLiabilities -700 EUR
  Liabilities:Current:ShortTermDebt 700 EUR"
Llama-CuR-Deutsche_Telekom19,"The company receives 1000 EUR in cash from the sale of other assets.
Effect: Positive

","
2024-09-15 * ""Sale of Other Assets""
  Assets:NonCurrent:OtherAssets -1000 EUR
  Assets:Current:CashAndCashEquivalents 1000 EUR"
Llama-CuR-Deutsche_Telekom20,"The company pays 800 EUR in cash for the purchase of other financial assets.
Effect: Negative","
2024-06-25 * ""Purchase of Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets -800 EUR
  Liabilities:Current:ShortTermDebt 800 EUR"
Llama-CuR-Mercedes-Benz01,"The company uses 1000 EUR in cash to repay current other financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current other financial liabilities""
  Liabilities:Current:OtherFinancialLiabilities 1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Llama-CuR-Mercedes-Benz02,"The company purchases new inventory worth 500 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR"
Llama-CuR-Mercedes-Benz03,"The company sells 2000 EUR worth of marketable debt securities, increasing cash and cash equivalents.
Effect: Positive

","
2024-06-15 * ""Sale of Marketable Debt Securities""
  Assets:Current:CashAndCashEquivalents 2000 EUR
  Assets:Current:MarketableDebtSecurities -2000 EUR"
Llama-CuR-Mercedes-Benz04,"The company receives 1500 EUR in trade receivables, increasing current assets.
Effect: Positive

","
2024-06-20 * ""Receipt of Trade Receivables""
  Assets:Current:ReceivablesFromFinancialServices 1500 EUR"
Llama-CuR-Mercedes-Benz05,"The company pays 3000 EUR in trade payables, decreasing current liabilities.
Effect: Positive

","
2024-06-25 * ""Payment of Trade Payables""
  Liabilities:Current:TradePayables -3000 EUR
  Assets:Current:CashAndCashEquivalents 3000 EUR"
Llama-CuR-Mercedes-Benz06,"The company purchases new equipment on operating leases worth 4000 EUR, increasing non-current assets.
Effect: Positive

","
2024-07-01 * ""Purchase of Equipment on Operating Leases""
  Liabilities:NonCurrent:EquipmentOnOperatingLeases 4000 EUR
  Assets:NonCurrent:EquipmentOnOperatingLeases 4000 EUR"
Llama-CuR-Mercedes-Benz07,"The company sells 1000 EUR worth of intangible assets, decreasing non-current assets.
Effect: Negative

","
2024-07-05 * ""Sale of Intangible Assets""
  Assets:NonCurrent:Intangible -1000 EUR
  Assets:NonCurrent:CashAndCashEquivalents 1000 EUR"
Llama-CuR-Mercedes-Benz08,"The company receives 2000 EUR in equity method investments, increasing non-current assets.
Effect: Positive

","
2024-07-10 * ""Receipt of Equity Method Investments""
  Assets:NonCurrent:EquityMethodInvestments 2000 EUR"
Llama-CuR-Mercedes-Benz09,"The company pays 1500 EUR in provisions for other risks, decreasing current liabilities.
Effect: Positive

","
2024-07-15 * ""Payment of Provisions for Other Risks""
  Liabilities:Current:ProvisionsForOtherRisks -1500 EUR
  Assets:Current:CashAndCashEquivalents 1500 EUR"
Llama-CuR-Mercedes-Benz10,"The company purchases new marketable debt securities worth 3000 EUR, increasing non-current assets.
Effect: Positive

","
2024-07-20 * ""Purchase of Marketable Debt Securities""
  Liabilities:NonCurrent:MarketableDebtSecurities 3000 EUR
  Assets:NonCurrent:MarketableDebtSecurities 3000 EUR"
Llama-CuR-Mercedes-Benz11,"The company sells 500 EUR worth of property, plant, and equipment, decreasing non-current assets.
Effect: Negative

","
2024-07-25 * ""Sale of Property, Plant, and Equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment -500 EUR
  Assets:NonCurrent:CashAndCashEquivalents 500 EUR"
Llama-CuR-Mercedes-Benz12,"The company receives 1000 EUR in non-controlling interests, increasing equity.
Effect: Positive

","
2024-08-01 * ""Receipt of Non-Controlling Interests""
  Equity:NonControllingInterests 1000 EUR"
Llama-CuR-Mercedes-Benz13,"The company pays 2000 EUR in deferred income, decreasing current liabilities.
Effect: Positive

","
2024-08-05 * ""Payment of Deferred Income""
  Liabilities:Current:DeferredIncome -2000 EUR
  Assets:Current:CashAndCashEquivalents 2000 EUR"
Llama-CuR-Mercedes-Benz14,"The company purchases new receivables from financial services worth 4000 EUR, increasing non-current assets.
Effect: Positive

","
2024-08-10 * ""Purchase of Receivables from Financial Services""
  Liabilities:NonCurrent:ReceivablesFromFinancialServices 4000 EUR
  Assets:NonCurrent:ReceivablesFromFinancialServices 4000 EUR"
Llama-CuR-Mercedes-Benz15,"The company sells 1000 EUR worth of other financial assets, decreasing non-current assets.
Effect: Negative

","
2024-08-15 * ""Sale of Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets -1000 EUR
  Assets:NonCurrent:CashAndCashEquivalents 1000 EUR"
Llama-CuR-Mercedes-Benz16,"The company receives 1500 EUR in other reserves, increasing equity.
Effect: Positive

","
2024-08-20 * ""Receipt of Other Reserves""
  Equity:OtherReserves 1500 EUR"
Llama-CuR-Mercedes-Benz17,"The company pays 3000 EUR in financing liabilities, decreasing non-current liabilities.
Effect: Positive

","
2024-08-25 * ""Payment of Financing Liabilities""
  Liabilities:NonCurrent:FinancingLiabilities -3000 EUR
  Assets:NonCurrent:CashAndCashEquivalents 3000 EUR"
Llama-CuR-Mercedes-Benz18,"The company purchases new contract and refund liabilities worth 2000 EUR, increasing non-current liabilities.
Effect: Positive

","
2024-09-01 * ""Purchase of Contract and Refund Liabilities""
  Liabilities:NonCurrent:ContractAndRefundLiabilities 2000 EUR
  Assets:NonCurrent:ContractAndRefundLiabilities 2000 EUR"
Llama-CuR-Mercedes-Benz19,"The company sells 500 EUR worth of other liabilities, decreasing non-current liabilities.
Effect: Negative

","
2024-09-05 * ""Sale of Other Liabilities""
  Liabilities:NonCurrent:OtherLiabilities -500 EUR
  Assets:NonCurrent:CashAndCashEquivalents 500 EUR"
Llama-CuR-Mercedes-Benz20,"The company receives 1000 EUR in treasury shares, increasing equity.
Effect: Positive","
2024-09-10 * ""Receipt of Treasury Shares""
  Equity:TreasuryShares 1000 EUR"
Llama-CuR-SAP01,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-CuR-SAP02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-CuR-SAP03,"The company receives 100 EUR in cash from the sale of trade and other receivables.
Effect: Positive

","
2024-07-11 * ""Sale of Trade and Other Receivables""
  Assets:Current:TradeAndOtherReceivables 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP04,"The company pays 100 EUR in cash for trade and other payables.
Effect: Negative

","
2024-05-29 * ""Payment of Trade and Other Payables""
  Liabilities:Current:TradeAndOtherPayables -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP05,"The company uses 100 EUR in cash to repay current other non-financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current other non-financial liabilities""
  Liabilities:Current:OtherNonFinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP06,"The company purchases new property, plant, and equipment worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Property, Plant, and Equipment on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:NonCurrent:PropertyPlantAndEquipment 100 EUR"
Llama-CuR-SAP07,"The company receives 100 EUR in cash from the sale of other non-financial assets.
Effect: Positive

","
2024-07-11 * ""Sale of Other Non-Financial Assets""
  Assets:NonCurrent:OtherNonFinancialAssets 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP08,"The company pays 100 EUR in cash for other non-financial liabilities.
Effect: Negative

","
2024-05-29 * ""Payment of Other Non-Financial Liabilities""
  Liabilities:Current:OtherNonFinancialLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP09,"The company uses 100 EUR in cash to repay current contract liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current contract liabilities""
  Liabilities:Current:ContractLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP10,"The company purchases new intangible assets worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Intangible Assets on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:NonCurrent:IntangibleAssets 100 EUR"
Llama-CuR-SAP11,"The company receives 100 EUR in cash from the sale of intangible assets.
Effect: Positive

","
2024-07-11 * ""Sale of Intangible Assets""
  Assets:NonCurrent:IntangibleAssets 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP12,"The company pays 100 EUR in cash for intangible liabilities.
Effect: Negative

","
2024-05-29 * ""Payment of Intangible Liabilities""
  Liabilities:Current:IntangibleLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP13,"The company uses 100 EUR in cash to repay current deferred tax liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current deferred tax liabilities""
  Liabilities:Current:DeferredTaxLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP14,"The company purchases new deferred tax assets worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Deferred Tax Assets on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:NonCurrent:DeferredTaxAssets 100 EUR"
Llama-CuR-SAP15,"The company receives 100 EUR in cash from the sale of deferred tax assets.
Effect: Positive

","
2024-07-11 * ""Sale of Deferred Tax Assets""
  Assets:NonCurrent:DeferredTaxAssets 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP16,"The company pays 100 EUR in cash for deferred tax liabilities.
Effect: Negative

","
2024-05-29 * ""Payment of Deferred Tax Liabilities""
  Liabilities:Current:DeferredTaxLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP17,"The company uses 100 EUR in cash to repay current financial liabilities.
Effect: Positive

","
2024-07-11 * ""Repay current financial liabilities""
  Liabilities:Current:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP18,"The company purchases new financial liabilities worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Financial Liabilities on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:NonCurrent:FinancialLiabilities 100 EUR"
Llama-CuR-SAP19,"The company receives 100 EUR in cash from the sale of financial liabilities.
Effect: Positive

","
2024-07-11 * ""Sale of Financial Liabilities""
  Assets:NonCurrent:FinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-CuR-SAP20,"The company pays 100 EUR in cash for financial liabilities.
Effect: Negative","
2024-05-29 * ""Payment of Financial Liabilities""
  Liabilities:Current:FinancialLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-QR-Airbus01,"The company uses 1000 EUR in cash to repay current other financial liabilities.
Effect: Negative

","
2024-07-11 * ""Repay current other financial liabilities""
  Liabilities:Current:OtherFinancialLiabilities 1000 EUR
  Assets:Current:CashAndCashEquivalents -1000 EUR"
Llama-QR-Airbus02,"The company purchases new inventory worth 500 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt -500 EUR
  Assets:Current:Inventories 500 EUR"
Llama-QR-Airbus03,"The company sells 2000 EUR worth of securities, increasing the cash and cash equivalents.
Effect: Positive

","
2024-06-15 * ""Sale of Securities""
  Liabilities:Current:CashAndCashEquivalents 2000 EUR
  Assets:Current:Securities -2000 EUR"
Llama-QR-Airbus04,"The company increases the trade receivables by 1000 EUR.
Effect: Positive

","
2024-06-20 * ""Increase in Trade Receivables""
  Assets:Current:TradeReceivables 1000 EUR"
Llama-QR-Airbus05,"The company increases the contract assets by 500 EUR.
Effect: Positive

","
2024-06-25 * ""Increase in Contract Assets""
  Assets:Current:ContractAssets 500 EUR"
Llama-QR-Airbus06,"The company increases the deferred tax assets by 200 EUR.
Effect: Positive

","
2024-07-01 * ""Increase in Deferred Tax Assets""
  Assets:NonCurrent:DeferredTaxAssets 200 EUR"
Llama-QR-Airbus07,"The company increases the intangible assets by 1000 EUR.
Effect: Positive

","
2024-07-05 * ""Increase in Intangible Assets""
  Assets:NonCurrent:IntangibleAssets 1000 EUR"
Llama-QR-Airbus08,"The company increases the property, plant, and equipment by 500 EUR.
Effect: Positive

","
2024-07-10 * ""Increase in Property, Plant, and Equipment""
  Assets:NonCurrent:PropertyPlantAndEquipment 500 EUR"
Llama-QR-Airbus09,"The company increases the other financial assets by 200 EUR.
Effect: Positive

","
2024-07-15 * ""Increase in Other Financial Assets""
  Assets:NonCurrent:OtherFinancialAssets 200 EUR"
Llama-QR-Airbus10,"The company increases the other investments and other long-term financial assets by 1000 EUR.
Effect: Positive

","
2024-07-20 * ""Increase in Other Investments and Other Long-Term Financial Assets""
  Assets:NonCurrent:OtherInvestmentsAndOtherLongTermFinancialAssets 1000 EUR"
Llama-QR-Airbus11,"The company increases the treasury shares by 50 EUR.
Effect: Positive

","
2024-07-25 * ""Increase in Treasury Shares""
  Equity:TreasuryShares 50 EUR"
Llama-QR-Airbus12,"The company increases the accumulated other comprehensive income by 100 EUR.
Effect: Positive

","
2024-08-01 * ""Increase in Accumulated Other Comprehensive Income""
  Equity:AccumulatedOtherComprehensiveIncome 100 EUR"
Llama-QR-Airbus13,"The company increases the capital stock by 50 EUR.
Effect: Positive

","
2024-08-05 * ""Increase in Capital Stock""
  Equity:CapitalStock 50 EUR"
Llama-QR-Airbus14,"The company increases the non-controlling interests by 20 EUR.
Effect: Positive

","
2024-08-10 * ""Increase in Non-Controlling Interests""
  Equity:NonControllingInterests 20 EUR"
Llama-QR-Airbus15,"The company increases the retained earnings by 500 EUR.
Effect: Positive

","
2024-08-15 * ""Increase in Retained Earnings""
  Equity:RetainedEarnings 500 EUR"
Llama-QR-Airbus16,"The company increases the share premium by 100 EUR.
Effect: Positive

","
2024-08-20 * ""Increase in Share Premium""
  Equity:SharePremium 100 EUR"
Llama-QR-Airbus17,"The company increases the contract liabilities by 500 EUR.
Effect: Negative

","
2024-09-01 * ""Increase in Contract Liabilities""
  Liabilities:NonCurrent:ContractLiabilities 500 EUR"
Llama-QR-Airbus18,"The company increases the deferred income by 200 EUR.
Effect: Negative

","
2024-09-05 * ""Increase in Deferred Income""
  Liabilities:NonCurrent:DeferredIncome 200 EUR"
Llama-QR-Airbus19,"The company increases the other financial liabilities by 1000 EUR.
Effect: Negative

","
2024-09-10 * ""Increase in Other Financial Liabilities""
  Liabilities:NonCurrent:OtherFinancialLiabilities 1000 EUR"
Llama-QR-Airbus20,"The company increases the provisions by 500 EUR.
Effect: Negative","
2024-09-15 * ""Increase in Provisions""
  Liabilities:NonCurrent:Provisions 500 EUR"
Llama-QR-Bayer01,"The company uses 100 EUR in cash to repay current other financial liabilities.
Effect: Negative

","
2024-07-11 * ""Repay current other financial liabilities""
  Liabilities:Current:OtherFinancialLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-QR-Bayer02,"The company purchases new inventory worth 100 EUR on credit, increasing the short-term debt.
Effect: Negative

","
2024-05-29 * ""Purchase of Inventory on Credit""
  Liabilities:Current:ShortTermDebt 100 EUR
  Assets:Current:Inventories 100 EUR"
Llama-QR-Bayer03,"The company receives 100 EUR in cash from the sale of assets held for sale.
Effect: Positive

","
2024-06-01 * ""Sale of Assets Held for Sale""
  Assets:Current:AssetsHeldForSale -100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-QR-Bayer04,"The company pays 100 EUR in income tax liabilities.
Effect: Negative

","
2024-04-15 * ""Payment of Income Tax Liabilities""
  Liabilities:Current:IncomeTaxLiabilities -100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-QR-Bayer05,"The company receives 100 EUR in claims for income tax refunds.
Effect: Positive

","
2024-05-15 * ""Receipt of Claims for Income Tax Refunds""
  Liabilities:Current:IncomeTaxLiabilities 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-QR-Bayer06,"The company purchases new property, plant, and equipment worth 100 EUR on credit, increasing the long-term debt.
Effect: Negative

","
2024-06-01 * ""Purchase of Property, Plant, and Equipment on Credit""
  Liabilities:NonCurrent:LongTermDebt 100 EUR
  Assets:NonCurrent:PropertyPlantAndEquipment 100 EUR"
Llama-QR-Bayer07,"The company receives 100 EUR in other financial assets.
Effect: Positive

","
2024-07-01 * ""Receipt of Other Financial Assets""
  Liabilities:Current:OtherFinancialLiabilities -100 EUR
  Assets:Current:OtherFinancialAssets 100 EUR"
Llama-QR-Bayer08,"The company pays 100 EUR in other provisions.
Effect: Negative

","
2024-05-15 * ""Payment of Other Provisions""
  Liabilities:Current:OtherProvisions -100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
Llama-QR-Bayer09,"The company receives 100 EUR in trade accounts receivable.
Effect: Positive

","
2024-06-15 * ""Receipt of Trade Accounts Receivable""
  Liabilities:Current:TradeAccountsReceivable 100 EUR
  Assets:Current:CashAndCashEquivalents 100 EUR"
Llama-QR-Bayer10,"The company pays 100 EUR in trade accounts payable.
Effect: Negative

","
2024-07-15 * ""Payment of Trade Accounts Payable""
  Liabilities:Current:TradeAccountsPayable -100 EUR
  Assets:Current:CashAndCashEquivalents -100 EUR"
